image_path,true_emotion,predicted_emotion,correct
./dataset_fer/test/images/sadness_fer_test_1849.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_3499.jpg,neutral,sadness,0
./dataset_fer/test/images/neutral_fer_test_2974.jpg,neutral,sadness,0
./dataset_fer/test/images/joy_fer_test_5349.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1981.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_894.jpg,fear,fear,1
./dataset_fer/test/images/anger_fer_test_4663.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1691.jpg,sadness,sadness,1
./dataset_fer/test/images/surprise_fer_test_3541.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1211.jpg,sadness,anger,0
./dataset_fer/test/images/surprise_fer_test_3961.jpg,surprise,surprise,1
./dataset_fer/test/images/fear_fer_test_282.jpg,fear,sadness,0
./dataset_fer/test/images/fear_fer_test_59.jpg,fear,sadness,0
./dataset_fer/test/images/anger_fer_test_4713.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_6736.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_219.jpg,fear,anger,0
./dataset_fer/test/images/neutral_fer_test_2598.jpg,neutral,anger,0
./dataset_fer/test/images/surprise_fer_test_3910.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_5307.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_2186.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_2997.jpg,neutral,sadness,0
./dataset_fer/test/images/sadness_fer_test_1273.jpg,sadness,anger,0
./dataset_fer/test/images/surprise_fer_test_4213.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_5746.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_3734.jpg,surprise,joy,0
./dataset_fer/test/images/anger_fer_test_4472.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_4141.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_6533.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_2214.jpg,sadness,sadness,1
./dataset_fer/test/images/anger_fer_test_5281.jpg,anger,sadness,0
./dataset_fer/test/images/anger_fer_test_5205.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1475.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_5778.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_669.jpg,fear,sadness,0
./dataset_fer/test/images/joy_fer_test_7064.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6712.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_128.jpg,fear,anger,0
./dataset_fer/test/images/anger_fer_test_4778.jpg,anger,sadness,0
./dataset_fer/test/images/neutral_fer_test_2730.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_6026.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2401.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_4628.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5430.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5448.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_670.jpg,fear,anger,0
./dataset_fer/test/images/neutral_fer_test_2783.jpg,neutral,neutral,1
./dataset_fer/test/images/neutral_fer_test_2554.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_5229.jpg,anger,sadness,0
./dataset_fer/test/images/sadness_fer_test_2146.jpg,sadness,sadness,1
./dataset_fer/test/images/anger_fer_test_4502.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_682.jpg,fear,anger,0
./dataset_fer/test/images/surprise_fer_test_4233.jpg,surprise,surprise,1
./dataset_fer/test/images/neutral_fer_test_2641.jpg,neutral,neutral,1
./dataset_fer/test/images/fear_fer_test_131.jpg,fear,anger,0
./dataset_fer/test/images/surprise_fer_test_3710.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_6246.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_1001.jpg,fear,anger,0
./dataset_fer/test/images/neutral_fer_test_3121.jpg,neutral,anger,0
./dataset_fer/test/images/sadness_fer_test_1430.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_6021.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4775.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_6548.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_3952.jpg,surprise,surprise,1
./dataset_fer/test/images/fear_fer_test_312.jpg,fear,sadness,0
./dataset_fer/test/images/fear_fer_test_265.jpg,fear,anger,0
./dataset_fer/test/images/surprise_fer_test_3666.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_6700.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1531.jpg,sadness,sadness,1
./dataset_fer/test/images/surprise_fer_test_3923.jpg,surprise,fear,0
./dataset_fer/test/images/anger_fer_test_4865.jpg,anger,joy,0
./dataset_fer/test/images/surprise_fer_test_3901.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_6311.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2737.jpg,neutral,neutral,1
./dataset_fer/test/images/surprise_fer_test_4131.jpg,surprise,surprise,1
./dataset_fer/test/images/neutral_fer_test_2891.jpg,neutral,neutral,1
./dataset_fer/test/images/neutral_fer_test_2475.jpg,neutral,neutral,1
./dataset_fer/test/images/sadness_fer_test_1946.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_5502.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_2061.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_2882.jpg,neutral,neutral,1
./dataset_fer/test/images/fear_fer_test_143.jpg,fear,neutral,0
./dataset_fer/test/images/joy_fer_test_6511.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1562.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_6062.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1470.jpg,sadness,joy,0
./dataset_fer/test/images/joy_fer_test_5867.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_733.jpg,fear,anger,0
./dataset_fer/test/images/anger_fer_test_4423.jpg,anger,neutral,0
./dataset_fer/test/images/surprise_fer_test_4214.jpg,surprise,fear,0
./dataset_fer/test/images/joy_fer_test_6669.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_222.jpg,fear,anger,0
./dataset_fer/test/images/anger_fer_test_4707.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_6557.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4890.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_4008.jpg,surprise,surprise,1
./dataset_fer/test/images/neutral_fer_test_3370.jpg,neutral,sadness,0
./dataset_fer/test/images/fear_fer_test_493.jpg,fear,sadness,0
./dataset_fer/test/images/joy_fer_test_6619.jpg,joy,neutral,0
./dataset_fer/test/images/joy_fer_test_6196.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1061.jpg,sadness,sadness,1
./dataset_fer/test/images/surprise_fer_test_4293.jpg,surprise,surprise,1
./dataset_fer/test/images/surprise_fer_test_3629.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_5852.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1319.jpg,sadness,sadness,1
./dataset_fer/test/images/anger_fer_test_4689.jpg,anger,joy,0
./dataset_fer/test/images/surprise_fer_test_4022.jpg,surprise,surprise,1
./dataset_fer/test/images/anger_fer_test_5158.jpg,anger,anger,1
./dataset_fer/test/images/neutral_fer_test_2618.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_6303.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2819.jpg,neutral,neutral,1
./dataset_fer/test/images/neutral_fer_test_3304.jpg,neutral,sadness,0
./dataset_fer/test/images/sadness_fer_test_1308.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_6244.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_2247.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1742.jpg,sadness,sadness,1
./dataset_fer/test/images/anger_fer_test_5022.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_1008.jpg,fear,anger,0
./dataset_fer/test/images/sadness_fer_test_2075.jpg,sadness,anger,0
./dataset_fer/test/images/anger_fer_test_5128.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1149.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_2241.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1546.jpg,sadness,anger,0
./dataset_fer/test/images/joy_fer_test_6416.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_767.jpg,fear,surprise,0
./dataset_fer/test/images/joy_fer_test_6676.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6361.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_360.jpg,fear,anger,0
./dataset_fer/test/images/surprise_fer_test_3971.jpg,surprise,joy,0
./dataset_fer/test/images/surprise_fer_test_3733.jpg,surprise,surprise,1
./dataset_fer/test/images/surprise_fer_test_3676.jpg,surprise,surprise,1
./dataset_fer/test/images/anger_fer_test_5165.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_458.jpg,fear,sadness,0
./dataset_fer/test/images/sadness_fer_test_1894.jpg,sadness,neutral,0
./dataset_fer/test/images/joy_fer_test_6806.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1346.jpg,sadness,anger,0
./dataset_fer/test/images/surprise_fer_test_3748.jpg,surprise,joy,0
./dataset_fer/test/images/neutral_fer_test_3413.jpg,neutral,anger,0
./dataset_fer/test/images/neutral_fer_test_2695.jpg,neutral,neutral,1
./dataset_fer/test/images/surprise_fer_test_3926.jpg,surprise,surprise,1
./dataset_fer/test/images/neutral_fer_test_3037.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_6133.jpg,joy,neutral,0
./dataset_fer/test/images/joy_fer_test_6472.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3234.jpg,neutral,neutral,1
./dataset_fer/test/images/neutral_fer_test_2574.jpg,neutral,neutral,1
./dataset_fer/test/images/surprise_fer_test_4054.jpg,surprise,surprise,1
./dataset_fer/test/images/neutral_fer_test_3216.jpg,neutral,surprise,0
./dataset_fer/test/images/anger_fer_test_4562.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_6451.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6819.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_2001.jpg,sadness,anger,0
./dataset_fer/test/images/joy_fer_test_5594.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2593.jpg,neutral,joy,0
./dataset_fer/test/images/surprise_fer_test_4200.jpg,surprise,anger,0
./dataset_fer/test/images/anger_fer_test_4851.jpg,anger,neutral,0
./dataset_fer/test/images/neutral_fer_test_3377.jpg,neutral,sadness,0
./dataset_fer/test/images/joy_fer_test_6242.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_628.jpg,fear,anger,0
./dataset_fer/test/images/neutral_fer_test_3493.jpg,neutral,anger,0
./dataset_fer/test/images/neutral_fer_test_2931.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_4951.jpg,anger,anger,1
./dataset_fer/test/images/neutral_fer_test_2760.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_5252.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1507.jpg,sadness,neutral,0
./dataset_fer/test/images/neutral_fer_test_2520.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_6893.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4736.jpg,anger,neutral,0
./dataset_fer/test/images/anger_fer_test_4919.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_575.jpg,fear,fear,1
./dataset_fer/test/images/surprise_fer_test_3698.jpg,surprise,anger,0
./dataset_fer/test/images/neutral_fer_test_3485.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_6046.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1978.jpg,sadness,joy,0
./dataset_fer/test/images/joy_fer_test_5744.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2917.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_4625.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_3536.jpg,surprise,anger,0
./dataset_fer/test/images/anger_fer_test_4807.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_3836.jpg,surprise,surprise,1
./dataset_fer/test/images/neutral_fer_test_3453.jpg,neutral,anger,0
./dataset_fer/test/images/fear_fer_test_555.jpg,fear,sadness,0
./dataset_fer/test/images/surprise_fer_test_3701.jpg,surprise,joy,0
./dataset_fer/test/images/anger_fer_test_4463.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_3522.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1258.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_418.jpg,fear,anger,0
./dataset_fer/test/images/neutral_fer_test_2826.jpg,neutral,neutral,1
./dataset_fer/test/images/neutral_fer_test_2505.jpg,neutral,sadness,0
./dataset_fer/test/images/sadness_fer_test_1991.jpg,sadness,anger,0
./dataset_fer/test/images/sadness_fer_test_1954.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1594.jpg,sadness,anger,0
./dataset_fer/test/images/fear_fer_test_979.jpg,fear,fear,1
./dataset_fer/test/images/anger_fer_test_4933.jpg,anger,anger,1
./dataset_fer/test/images/anger_fer_test_5063.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1808.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_5765.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1471.jpg,sadness,neutral,0
./dataset_fer/test/images/joy_fer_test_6583.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1932.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_6703.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_975.jpg,fear,surprise,0
./dataset_fer/test/images/neutral_fer_test_2380.jpg,neutral,sadness,0
./dataset_fer/test/images/surprise_fer_test_3648.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1418.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_2490.jpg,neutral,neutral,1
./dataset_fer/test/images/fear_fer_test_822.jpg,fear,anger,0
./dataset_fer/test/images/anger_fer_test_5119.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_4139.jpg,surprise,surprise,1
./dataset_fer/test/images/fear_fer_test_479.jpg,fear,surprise,0
./dataset_fer/test/images/surprise_fer_test_3966.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_2183.jpg,sadness,neutral,0
./dataset_fer/test/images/sadness_fer_test_1371.jpg,sadness,anger,0
./dataset_fer/test/images/sadness_fer_test_1818.jpg,sadness,anger,0
./dataset_fer/test/images/surprise_fer_test_4087.jpg,surprise,surprise,1
./dataset_fer/test/images/fear_fer_test_54.jpg,fear,anger,0
./dataset_fer/test/images/neutral_fer_test_2343.jpg,neutral,sadness,0
./dataset_fer/test/images/fear_fer_test_668.jpg,fear,anger,0
./dataset_fer/test/images/surprise_fer_test_4171.jpg,surprise,surprise,1
./dataset_fer/test/images/surprise_fer_test_3781.jpg,surprise,surprise,1
./dataset_fer/test/images/anger_fer_test_4937.jpg,anger,anger,1
./dataset_fer/test/images/neutral_fer_test_2742.jpg,neutral,surprise,0
./dataset_fer/test/images/joy_fer_test_6947.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5722.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_774.jpg,fear,joy,0
./dataset_fer/test/images/anger_fer_test_4837.jpg,anger,anger,1
./dataset_fer/test/images/anger_fer_test_5182.jpg,anger,fear,0
./dataset_fer/test/images/neutral_fer_test_3262.jpg,neutral,neutral,1
./dataset_fer/test/images/neutral_fer_test_2955.jpg,neutral,neutral,1
./dataset_fer/test/images/sadness_fer_test_1259.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_2832.jpg,neutral,joy,0
./dataset_fer/test/images/anger_fer_test_5076.jpg,anger,anger,1
./dataset_fer/test/images/anger_fer_test_4735.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5452.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1233.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1897.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_1018.jpg,fear,fear,1
./dataset_fer/test/images/neutral_fer_test_2700.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_5901.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_7062.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3461.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_5245.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_609.jpg,fear,unknown,0
./dataset_fer/test/images/surprise_fer_test_3898.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_5396.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5403.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_78.jpg,fear,fear,1
./dataset_fer/test/images/neutral_fer_test_2404.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_6315.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5561.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_3871.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1835.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_2686.jpg,neutral,neutral,1
./dataset_fer/test/images/sadness_fer_test_2231.jpg,sadness,anger,0
./dataset_fer/test/images/sadness_fer_test_2043.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1528.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_3365.jpg,neutral,neutral,1
./dataset_fer/test/images/neutral_fer_test_3382.jpg,neutral,joy,0
./dataset_fer/test/images/surprise_fer_test_3516.jpg,surprise,surprise,1
./dataset_fer/test/images/fear_fer_test_541.jpg,fear,anger,0
./dataset_fer/test/images/surprise_fer_test_4128.jpg,surprise,surprise,1
./dataset_fer/test/images/surprise_fer_test_4290.jpg,surprise,surprise,1
./dataset_fer/test/images/anger_fer_test_4416.jpg,anger,anger,1
./dataset_fer/test/images/neutral_fer_test_2410.jpg,neutral,joy,0
./dataset_fer/test/images/anger_fer_test_4677.jpg,anger,anger,1
./dataset_fer/test/images/anger_fer_test_4815.jpg,anger,fear,0
./dataset_fer/test/images/sadness_fer_test_1510.jpg,sadness,neutral,0
./dataset_fer/test/images/neutral_fer_test_3380.jpg,neutral,sadness,0
./dataset_fer/test/images/neutral_fer_test_2413.jpg,neutral,neutral,1
./dataset_fer/test/images/sadness_fer_test_1248.jpg,sadness,sadness,1
./dataset_fer/test/images/surprise_fer_test_4191.jpg,surprise,fear,0
./dataset_fer/test/images/neutral_fer_test_3433.jpg,neutral,neutral,1
./dataset_fer/test/images/surprise_fer_test_3783.jpg,surprise,surprise,1
./dataset_fer/test/images/anger_fer_test_4641.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1055.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_185.jpg,fear,anger,0
./dataset_fer/test/images/sadness_fer_test_1080.jpg,sadness,sadness,1
./dataset_fer/test/images/anger_fer_test_5235.jpg,anger,anger,1
./dataset_fer/test/images/anger_fer_test_4439.jpg,anger,fear,0
./dataset_fer/test/images/sadness_fer_test_1687.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1438.jpg,sadness,anger,0
./dataset_fer/test/images/neutral_fer_test_2765.jpg,neutral,joy,0
./dataset_fer/test/images/joy_fer_test_5681.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3161.jpg,neutral,anger,0
./dataset_fer/test/images/fear_fer_test_494.jpg,fear,anger,0
./dataset_fer/test/images/fear_fer_test_341.jpg,fear,sadness,0
./dataset_fer/test/images/surprise_fer_test_4228.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_5352.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_176.jpg,fear,surprise,0
./dataset_fer/test/images/surprise_fer_test_4184.jpg,surprise,joy,0
./dataset_fer/test/images/sadness_fer_test_1659.jpg,sadness,anger,0
./dataset_fer/test/images/anger_fer_test_4532.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1617.jpg,sadness,neutral,0
./dataset_fer/test/images/joy_fer_test_6234.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6656.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6936.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_935.jpg,fear,anger,0
./dataset_fer/test/images/joy_fer_test_6841.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5618.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1225.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_2341.jpg,neutral,joy,0
./dataset_fer/test/images/joy_fer_test_6740.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1364.jpg,sadness,joy,0
./dataset_fer/test/images/surprise_fer_test_3558.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1064.jpg,sadness,neutral,0
./dataset_fer/test/images/joy_fer_test_6748.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4421.jpg,anger,joy,0
./dataset_fer/test/images/neutral_fer_test_2338.jpg,neutral,joy,0
./dataset_fer/test/images/anger_fer_test_4701.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1422.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_5864.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6789.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_42.jpg,fear,sadness,0
./dataset_fer/test/images/joy_fer_test_6685.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1759.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_5381.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6475.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_841.jpg,fear,anger,0
./dataset_fer/test/images/joy_fer_test_6918.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3476.jpg,neutral,neutral,1
./dataset_fer/test/images/fear_fer_test_248.jpg,fear,neutral,0
./dataset_fer/test/images/surprise_fer_test_3895.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1676.jpg,sadness,sadness,1
./dataset_fer/test/images/surprise_fer_test_3773.jpg,surprise,surprise,1
./dataset_fer/test/images/surprise_fer_test_3812.jpg,surprise,surprise,1
./dataset_fer/test/images/surprise_fer_test_4258.jpg,surprise,surprise,1
